中央电视,#genre#,
博斯高球2,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34881,0.16s
国家地理,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34877,0.16s
好莱坞电影台,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34872,0.16s
探索频道,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34867,0.16s
时尚运动 X,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34864,0.16s
星卫电影,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34788,0.16s
智林體育台,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34863,0.16s
緯來戲劇,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34812,0.16s
緯來日本,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34809,0.16s
纬来体育,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34855,0.16s
纬来日本台,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34853,0.16s
纬来电影,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34852,0.16s
纬来精采,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34851,0.16s
纬来育乐,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34849,0.16s
美亚电影,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34848,0.16s
美食星球,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34796,0.16s
视纳华仁纪实台,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34847,0.16s
金马影院,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34845,0.16s
靖天卡通,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34842,0.16s
靖天戲劇台,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34840,0.16s
靖天映画,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34838,0.16s
靖天欢乐台,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34837,0.16s
靖天电影台,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34836,0.16s
靖天育乐台,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34835,0.16s
靖洋戏剧,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34833,0.16s
龍華戲劇,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34798,0.16s
龍華經典,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34831,0.16s
龙华偶像,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34830,0.16s
龙华戏剧,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34829,0.16s
半岛国际新闻台,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34888,0.16s
阿里郎,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34843,0.16s
AXN,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34930,0.16s
Baby TV,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34929,0.16s
CN 卡通,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34927,0.16s
CN 卡通,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34800,0.16s
Discovery Asia,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34924,0.16s
Discovery科學頻道,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34923,0.16s
Eastern Movies,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34903,0.16s
ELEVEN SPORTS 1,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34792,0.16s
ELEVEN体育1,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34922,0.16s
ELEVEN体育2,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34921,0.16s
ELTA娱乐,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34920,0.16s
ELTA体育3,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34866,0.16s
EYETV戲劇,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34789,0.16s
EYETV旅游,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34790,0.16s
Ginx EsportsTV,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34919,0.16s
HBO,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34787,0.16s
HBO HD,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34918,0.16s
HBO SIGNATURE,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34786,0.16s
Momo親子,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34910,0.16s
TRACE Urban,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34916,0.16s
CHANNEL 8,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34775,0.16s
HUB SPORT 1,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34778,0.16s
HUB SPORT 2,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34777,0.16s
AFN,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34602,0.16s
ALJAZEERA,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34680,0.16s
ASTRO AEC,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34556,0.16s
ASTRO AOD 354,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34566,0.16s
ASTRO ARENA,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34608,0.16s
ASTRO ARENA 2,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34649,0.16s
ASTRO CRICKET,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34615,0.16s
ASTRO OASIS,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34543,0.16s
ASTRO RANIA,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34627,0.16s
ASTRO RUGBY PASS TV,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34614,0.16s
ASTRO SUPERSPORT 1,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34535,0.16s
ASTRO SUPERSPORT 4,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34531,0.16s
ASTRO SUPERSPORT 5,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34532,0.16s
ASTRO WARNA,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34544,0.16s
BABY TV,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34633,0.16s
BBC EARTH,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34622,0.16s
BBC LIFESTYLE,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34623,0.16s
BBC World News,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34675,0.16s
BEIN SPORTS,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34610,0.16s
BEIN SPORTS 2,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34648,0.16s
BEIN SPORTS 3,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34632,0.16s
Beinsport 3,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34677,0.16s
BOOMERANG,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34624,0.16s
CARTOON NETWORK,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34594,0.16s
CBEEBIES,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34645,0.16s
CGTN,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34576,0.16s
CINEMA WORLD,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34625,0.16s
CNA,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34580,0.16s
CNN,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34577,0.16s
COMEDY CENTRAL,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34606,0.16s
CRIME INVESTIGATION,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34634,0.16s
DISCOVERY CHANEL,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34586,0.16s
DISCOVERY SCIENCE,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34587,0.16s
DISNEY CHANNEL,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34593,0.16s
DISNEY XD,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34591,0.16s
EUROSPORT,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34611,0.16s
FOX SPORTS 2,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34609,0.16s
FRANCE24,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34679,0.16s
GNIX SPORTS,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34671,0.16s
HBO,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34571,0.16s
HBO SIGNATURE,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34647,0.16s
HITS,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34599,0.16s
HITS MOVIES,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34570,0.16s
KBS WORLD,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34567,0.16s
NAT GEO WILD,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34584,0.16s
National Geographic,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34585,0.16s
NICK JR,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34596,0.16s
NICKELODEON,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34595,0.16s
Nickledeon,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34666,0.16s
PARAMOUNT,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34626,0.16s
Prime time,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34682,0.16s
PRIMETIME,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34637,0.16s
SKY NEWS,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34579,0.16s
TLC,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34600,0.16s
TVN,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34569,0.16s
TVN MOVIES,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34573,0.16s
Usee sports 1,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34657,0.16s
Usee sports 2,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34656,0.16s
WWE,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34612,0.16s
豬哥亮歌廳秀,http://4gtv.cnlive.club/channel/n4271efdd/index.m3u8?q=1782639885837,0.16s
靖洋卡通Nice Bingo,http://4gtv.cnlive.club/channel/n15c65427/index.m3u8?q=1782639885837,0.16s
CNN,https://turnerlive.warnermediacdn.com/hls/live/586495/cnngo/cnn_slate/VIDEO_0_3564000.m3u8,0.16s
翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct,0.16s
广东体育,https://2.fast.hidns.vip/163189/gdty,0.16s
貴州衛視,https://ed6e-f4b7-af48-6d55.kylintv.tv/live/guizhoutv_iphone.m3u8,0.17s
年代新闻,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34869,0.17s
镜新闻,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34876,0.17s
三立綜合,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34804,0.17s
年代新闻,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34869,0.17s
大爱2,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34874,0.17s
好消息,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34791,0.17s
好消息2,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34873,0.17s
动物星球,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34889,0.17s
华纳电视,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34785,0.17s
影迷数位电影,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34868,0.17s
爱尔达体育1台,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34857,0.17s
緯來育樂,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34808,0.17s
緯來體育,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34810,0.17s
緯來電影,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34811,0.17s
纬来戏剧,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34854,0.17s
纬来综合,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34850,0.17s
采昌影劇台,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34846,0.17s
靖天国际台,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34841,0.17s
靖天日本,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34797,0.17s
靖天日本台,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34839,0.17s
靖洋卡通,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34834,0.17s
龙华洋片,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34828,0.17s
龙华电影,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34827,0.17s
龙华经典,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34826,0.17s
龙祥电影,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34825,0.17s
BBC lifestyle,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34931,0.17s
Catch Play电影台,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34926,0.17s
Ci,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34925,0.17s
CINEMAX,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34928,0.17s
ELTA体育2,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34865,0.17s
ET GLOBAL,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34823,0.17s
HBO FAMILY,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34824,0.17s
HBO HITS,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34821,0.17s
HISTORY 2,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34799,0.17s
Mezzo Live,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34917,0.17s
Trace Sport Stars,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34911,0.17s
TTV,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34822,0.17s
8 TV,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34619,0.17s
CHANNEL NEWS ASIA,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34782,0.17s
CHANNEL 5,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34776,0.17s
CHANNEL U,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34774,0.17s
ABC AUSTRALIA,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34583,0.17s
ANIMAL PLANET,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34589,0.17s
ASTRO AOD 311,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34651,0.17s
ASTRO AOD 352,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34564,0.17s
ASTRO AOD 353,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34565,0.17s
ASTRO AWANI,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34574,0.17s
ASTRO AURA,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34628,0.17s
ASTRO CERIA,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34590,0.17s
ASTRO CELESTIAL MOVIES,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34557,0.17s
ASTRO CITRA,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34538,0.17s
ASTRO IQIYI,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34553,0.17s
ASTRO ONE,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34568,0.17s
ASTRO PRIMA,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34542,0.17s
ASTRO RIA,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34617,0.17s
ASTRO SUPERSPORT 2,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34534,0.17s
ASTRO SUPERSPORT 3,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34533,0.17s
AXN,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34597,0.17s
BBC NEWS,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34578,0.17s
BLOOMBERG TV,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34582,0.17s
CCM,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34562,0.17s
CELESTIAL MOVIES,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34674,0.17s
CINEMAX,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34572,0.17s
CNBC,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34844,0.17s
CNBC,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34581,0.17s
CNN International,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34673,0.17s
DISNEY JR,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34592,0.17s
DMAX,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34605,0.17s
EGG Network,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34652,0.17s
FOOD NETWORK,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34601,0.17s
FRANCE 24,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34640,0.17s
GOLF CHANNEL,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34613,0.17s
HBO HITS,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34540,0.17s
HGTV,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34604,0.17s
HISTORY,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34588,0.17s
K PLUS,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34669,0.17s
LIFETIME,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34635,0.17s
KIX,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34598,0.17s
MTV,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34607,0.17s
NAT GEO ASIA,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34667,0.17s
SHOWCASE MOVIES,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34639,0.17s
SPOTV,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34638,0.17s
SPOTV2,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34663,0.17s
WARNER TV,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34603,0.17s
贵州天元围棋,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=gztywq,0.17s
FOX WEATHER,https://247wlive.foxweather.com/stream/index.m3u8,0.17s
剧情片-山影迷踪,https://hd.ijycnd.com/play/xe79VzBb/index.m3u8,0.17s
喜剧片-戏剧训练营,https://hd.ijycnd.com/play/6dBj2mkd/index.m3u8,0.17s
My Cinema Europe,https://cdn12.178.indevs.in/163189/mce,0.17s
CinemaWorld,https://cdn12.178.indevs.in/163189/cinemaworld,0.17s
经典电影台,https://cdn12.178.indevs.in/163189/jddyt,0.17s
DreamWorks梦工厂动画,https://cdn12.178.indevs.in/163189/dreamworks,0.17s
東森綜合2台,https://h5cdn3.kylintv.tv/live/ebcvtv_iphone.m3u8,0.18s
大愛一台,https://ed6e-f4b7-af48-6d55.kylintv.tv/live/daai_iphone.m3u8,0.18s
大灣區衛視,https://ed6e-f4b7-af48-6d55.kylintv.tv/live/tvs_iphone.m3u8,0.18s
中國電影頻道(北美),https://ed6e-f4b7-af48-6d55.kylintv.tv/live/chinamovie_iphone.m3u8,0.18s
广东新闻,http://38.75.136.137:98/gslb/dsdqpub/gdxw.m3u8?auth=testpub,0.18s
广东珠江,http://38.75.136.137:98/gslb/dsdqpub/gdzj.m3u8?auth=testpub,0.18s
广东移动,http://38.75.136.137:98/gslb/dsdqpub/gdyd.m3u8?auth=testpub,0.18s
广东新闻,http://38.75.136.137:98/gslb/dsdqpub/gdxw.m3u8?auth=testpub,0.18s
广东珠江,http://38.75.136.137:98/gslb/dsdqpub/gdzja.m3u8?auth=testpub,0.18s
广东体育,http://38.75.136.137:98/gslb/dsdqpub/gdty.m3u8?auth=testpub,0.18s
广东少儿,http://38.75.136.137:98/gslb/dsdqpub/gdtvs5.m3u8?auth=testpub,0.18s
三立都會,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34807,0.18s
重温经典,http://38.75.136.137:98/gslb/dsdqpub/cwjd.m3u8?auth=testpub,0.18s
广东新闻,http://38.75.136.137:98/gslb/dsdqpub/gdxw.m3u8?auth=testpub,0.18s
广东体育,http://38.75.136.137:98/gslb/dsdqpub/gdty.m3u8?auth=testpub,0.18s
广西都市,http://38.75.136.137:98/gslb/dsdqpub/gxds.m3u8?auth=testpub,0.18s
广西影视,http://38.75.136.137:98/gslb/dsdqpub/gxys.m3u8?auth=testpub,0.18s
天元围棋,http://38.75.136.137:98/gslb/dsdqpub/gztywq.m3u8?auth=testpub,0.18s
都市剧场HD,http://38.75.136.137:98/gslb/dsdqpub/dsjchd.m3u8?auth=testpub,0.18s
周星驰电影,http://38.75.136.137:98/gslb/dsdqpub/lbzxc.m3u8?auth=testpub,0.18s
林正英影院,http://38.75.136.137:98/gslb/dsdqpub/lblzy.m3u8?auth=testpub,0.18s
邵氏动作,http://38.75.136.137:98/gslb/dsdqpub/lbssdz.m3u8?auth=testpub,0.18s
邵氏喜剧,http://38.75.136.137:98/gslb/dsdqpub/lbssxj.m3u8?auth=testpub,0.18s
KTTV,http://bgdc.live:25461/rodneyb5777/5777/215728,0.18s
ALJAZEERA,http://163.172.64.96:2017/live/GBa19qrcQYa3/u2c8FLfgkK/255.ts,0.18s
LIVENOW FROM FOX,http://163.172.64.96:2017/live/GBa19qrcQYa3/u2c8FLfgkK/252.ts,0.18s
HOY TV,https://fast.hidns.vip/163189/hoy,0.18s
HOY资讯台,https://fast.hidns.vip/163189/hoy78,0.18s
靖天电影台,https://cdn12.178.indevs.in/163189/jtdy,0.18s
靖洋戏剧台,https://cdn12.178.indevs.in/163189/jyxj,0.18s
好消息2台,https://ed6e-f4b7-af48-6d55.kylintv.tv/live/gdtv2_iphone.m3u8,0.19s
广东4K超高清,http://38.75.136.137:98/gslb/dsdqpub/gdtvs3.m3u8?auth=testpub,0.19s
广东体育,http://38.75.136.137:98/gslb/dsdqpub/gdty.m3u8?auth=testpub,0.19s
广东4K超高清,http://38.75.136.137:98/gslb/dsdqpub/gdtvs3.m3u8?auth=testpub,0.19s
广东新闻,http://38.75.136.137:98/gslb/dsdqpub/gdxwa.m3u8?auth=testpub,0.19s
广东珠江,http://38.75.136.137:98/gslb/dsdqpub/gdzj.m3u8?auth=testpub,0.19s
广东移动,http://38.75.136.137:98/gslb/dsdqpub/gdyd.m3u8?auth=testpub,0.19s
中国教育3,http://38.75.136.137:98/gslb/dsdqpub/cetv3.m3u8?auth=testpub,0.19s
中国教育2,http://38.75.136.137:98/gslb/dsdqpub/cetv2.m3u8?auth=testpub,0.19s
中国教育1HD,http://38.75.136.137:98/gslb/dsdqpub/cetv1hd.m3u8?auth=testpub,0.19s
中国教育4,http://38.75.136.137:98/gslb/dsdqpub/cetv4.m3u8?auth=testpub,0.19s
早期教育,http://38.75.136.137:98/gslb/dsdqpub/zqjy.m3u8?auth=testpub,0.19s
CHC动作电影,http://38.75.136.137:98/gslb/dsdqpub/chcdz.m3u8?auth=testpub,0.19s
CHC影迷电影,http://38.75.136.137:98/gslb/dsdqpub/chchd.m3u8?auth=testpub,0.19s
CHC家庭影院,http://38.75.136.137:98/gslb/dsdqpub/chcjt.m3u8?auth=testpub,0.19s
中央新影-老故事,http://38.75.136.137:98/gslb/dsdqpub/lgs.m3u8?auth=testpub,0.19s
中央新影-发现之旅,http://38.75.136.137:98/gslb/dsdqpub/fxzl.m3u8?auth=testpub,0.19s
广东4K超高清,http://38.75.136.137:98/gslb/dsdqpub/gdtvs3.m3u8?auth=testpub,0.19s
广东移动,http://38.75.136.137:98/gslb/dsdqpub/gdyd.m3u8?auth=testpub,0.19s
广东珠江,http://38.75.136.137:98/gslb/dsdqpub/gdzja.m3u8?auth=testpub,0.19s
